state,district,loksabha_constituency,house_name,mp_type,mp_name,implementing_agency_name,work_id,work_name,work_description,work_category,sanction_date,sanction_amount,units,status,image_status
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN718/2022/02278,Overhead Drinking Water Reservoir & Distribution Line at Shiv Mandir Chowk,Overhead Drinking Water Reservoir & Distribution Line at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,21-08-2022,671767,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN581/2022/02279,Construction of CC Road from Outer Ring Road to Outer Ring Road,Construction of CC Road from Outer Ring Road to Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,14-09-2022,1138081,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN948/2022/02280,Construction of CC Road from Shiv Mandir Chowk to Shiv Mandir Chowk,Construction of CC Road from Shiv Mandir Chowk to Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,10-10-2022,440549,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN906/2022/02281,High-Mast LED Street Lighting System across 8 junctions in Kalyan Puram,High-Mast LED Street Lighting System across 8 junctions in Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,21-10-2022,739121,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN522/2022/02282,Community Public Sanitation Block with Bio-Digester at Govt School Campus,Community Public Sanitation Block with Bio-Digester at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,24-10-2022,574065,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN569/2022/02283,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,21-11-2022,530151,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN906/2022/02284,Community Public Sanitation Block with Bio-Digester at Railway Station Road,Community Public Sanitation Block with Bio-Digester at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,23-11-2022,490202,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN479/2022/02285,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre,Overhead Drinking Water Reservoir & Distribution Line at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,01-12-2022,1508000,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN861/2023/02286,Community Public Sanitation Block with Bio-Digester at Shiv Mandir Chowk,Community Public Sanitation Block with Bio-Digester at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,22-02-2023,621337,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN316/2023/02287,Community Public Sanitation Block with Bio-Digester at Ward 12,Community Public Sanitation Block with Bio-Digester at Ward 12. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,08-02-2023,724569,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive  Engineer  PWD  Bangalore  Rural,WS/BAN991/2023/02288,Installation of Solar Powered Submersible Tube Wells at Bus Stand,Installation of Solar Powered Submersible Tube Wells at Bus Stand. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,24-02-2023,328622,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN986/2023/02289,Erection of Open Gymnasium and Youth Sports Complex at Govt School Campus,Erection of Open Gymnasium and Youth Sports Complex at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,17-03-2023,656043,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN166/2023/02290,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,01-03-2023,747563,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN610/2023/02291,Community Public Sanitation Block with Bio-Digester at Govt School Campus,Community Public Sanitation Block with Bio-Digester at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,21-04-2023,486831,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN201/2023/02292,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,02-04-2023,724972,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN916/2023/02293,Bituminous Road Overhaul between Village Govt School Campus and Main Highway,Bituminous Road Overhaul between Village Govt School Campus and Main Highway. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,08-05-2023,1168522,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive  Engineer  PWD  Bangalore  Rural,WS/BAN193/2023/02294,Desilting and Renovation of Village Water Pond at Canal Bridge,Desilting and Renovation of Village Water Pond at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,09-06-2023,895796,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN349/2023/02295,Emergency Interlock Tile Pavement near Primary Health Centre,Emergency Interlock Tile Pavement near Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,02-06-2023,751158,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN587/2023/02296,Construction of Multi-purpose Community Kalyan Mandap at Gram Panchayat Office,Construction of Multi-purpose Community Kalyan Mandap at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,04-07-2023,1389074,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN214/2023/02297,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Govt School Campus,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,14-08-2023,822430,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN377/2023/02298,Desilting and Renovation of Village Water Pond at Sector 4,Desilting and Renovation of Village Water Pond at Sector 4. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,25-08-2023,655985,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN674/2023/02299,Public Library and Reading Room Building at Bus Stand,Public Library and Reading Room Building at Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,11-09-2023,281214,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN621/2023/02300,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,11-09-2023,217643,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN982/2023/02301,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,10-09-2023,392351,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN412/2023/02302,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 4 execution.,Water Supply & Sanitation,07-09-2023,342709,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN275/2023/02303,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road,Overhead Drinking Water Reservoir & Distribution Line at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,25-10-2023,277969,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN334/2023/02304,High-Mast LED Street Lighting System across 8 junctions in Outer Ring Road,High-Mast LED Street Lighting System across 8 junctions in Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,25-10-2023,336953,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN949/2023/02305,Public Library and Reading Room Building at Canal Bridge,Public Library and Reading Room Building at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,11-10-2023,360779,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN924/2023/02306,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Sector 4,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Sector 4. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,14-11-2023,254670,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN401/2023/02307,Construction of Multi-purpose Community Kalyan Mandap at Kalyan Puram,Construction of Multi-purpose Community Kalyan Mandap at Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,22-11-2023,294857,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN916/2023/02308,High-Mast LED Street Lighting System across 8 junctions in Ward 12,High-Mast LED Street Lighting System across 8 junctions in Ward 12. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,18-11-2023,386466,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN591/2023/02309,Construction of Multi-purpose Community Kalyan Mandap at Main Bazaar,Construction of Multi-purpose Community Kalyan Mandap at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 4 execution.,Public Infrastructure & Community Halls,06-11-2023,436421,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN721/2023/02310,Procurement of Advance Life Support Ambulance for Sub-district Hospital Kalyan Puram,Procurement of Advance Life Support Ambulance for Sub-district Hospital Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,08-12-2023,1947067,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN213/2024/02311,Public Library and Reading Room Building at Primary Health Centre,Public Library and Reading Room Building at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,15-01-2024,925824,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN304/2024/02312,High-Mast LED Street Lighting System across 8 junctions in Canal Bridge,High-Mast LED Street Lighting System across 8 junctions in Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,19-02-2024,1865622,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Kanakapura Taluka Development Board,WS/BAN616/2022/02313,Widening & Culvert Reconstruction at Sector 4 Junction,Widening & Culvert Reconstruction at Sector 4 Junction. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,14-01-2022,2265442,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,KANAKAPURA TALUKA DEVELOPMENT BOARD,WS/BAN262/2022/02314,Construction of CC Road from Govt School Campus to Main Bazaar,Construction of CC Road from Govt School Campus to Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,25-01-2022,734211,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Kanakapura Taluka Development Board,WS/BAN937/2022/02315,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,25-01-2022,479822,sanction_amount in Rupees,Work Completed,Yes
